kind,rank,id,model,vendor,tier,bus,class
sensor,141,veml6075,VEML6075,Vishay,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VEML6075
sensor,142,vl53l0x,VL53L0X,STMicroelectronics,driver_compatible,i2c,ExternalComponents.Generated.Sensor_VL53L0X
sensor,143,vl53l1x,VL53L1X,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L1X
sensor,144,vl53l3cx,VL53L3CX,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L3CX
sensor,145,vl53l4cd,VL53L4CD,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L4CD
sensor,146,vl53l4cx,VL53L4CX,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L4CX
sensor,147,vl53l5cx,VL53L5CX,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L5CX
sensor,148,vl53l7cx,VL53L7CX,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL53L7CX
sensor,149,vl6180x,VL6180X,STMicroelectronics,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_VL6180X
sensor,150,tmf8821,TMF8821,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMF8821
sensor,151,ccs811,CCS811,ams OSRAM,driver_compatible,i2c,ExternalComponents.Generated.Sensor_CCS811
sensor,152,sgp30,SGP30,Sensirion,driver_compatible,i2c,ExternalComponents.Generated.Sensor_SGP30
sensor,153,sgp40,SGP40,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SGP40
sensor,154,sgp41,SGP41,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SGP41
sensor,155,scd30,SCD30,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SCD30
sensor,156,scd40,SCD40,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SCD40
sensor,157,scd41,SCD41,Sensirion,driver_compatible,i2c,ExternalComponents.Generated.Sensor_SCD41
sensor,158,scd43,SCD43,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SCD43
sensor,159,ens160,ENS160,ScioSense,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_ENS160
sensor,160,mics4514,MICS4514,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MICS4514
sensor,161,mics6814,MICS6814,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MICS6814
sensor,162,mq2,MQ2,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ2
sensor,163,mq3,MQ3,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ3
sensor,164,mq4,MQ4,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ4
sensor,165,mq5,MQ5,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ5
sensor,166,mq6,MQ6,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ6
sensor,167,mq7,MQ7,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ7
sensor,168,mq8,MQ8,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ8
sensor,169,mq9,MQ9,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ9
sensor,170,mq131,MQ131,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ131
sensor,171,mq135,MQ135,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_MQ135
sensor,172,ze07_co,ZE07_CO,Various,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_ZE07_CO
sensor,173,ze08_ch2o,ZE08_CH2O,Various,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_ZE08_CH2O
sensor,174,pms5003,PMS5003,Plantower,driver_compatible,uart,ExternalComponents.Generated.Sensor_PMS5003
sensor,175,pms7003,PMS7003,Plantower,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_PMS7003
sensor,176,pmsa003i,PMSA003I,Plantower,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_PMSA003I
sensor,177,sps30,SPS30,Sensirion,profiled_behavioral,i2c+uart,ExternalComponents.Generated.Sensor_SPS30
sensor,178,sen5x,SEN5X,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SEN5X
sensor,179,bmv080,BMV080,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_BMV080
sensor,180,gp2y1010au0f,GP2Y1010AU0F,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_GP2Y1010AU0F
sensor,181,hm3301,HM3301,Seeed Studio,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_HM3301
sensor,182,sfa30,SFA30,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SFA30
sensor,183,zmod4410,ZMOD4410,Renesas,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_ZMOD4410
sensor,184,zmod4510,ZMOD4510,Renesas,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_ZMOD4510
sensor,185,ags10,AGS10,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AGS10
sensor,186,ina219,INA219,Texas Instruments,driver_compatible,i2c,ExternalComponents.Generated.Sensor_INA219
sensor,187,ina226,INA226,Texas Instruments,driver_compatible,i2c,ExternalComponents.Generated.Sensor_INA226
sensor,188,ina228,INA228,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA228
sensor,189,ina229,INA229,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA229
sensor,190,ina230,INA230,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA230
sensor,191,ina231,INA231,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA231
sensor,192,ina238,INA238,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA238
sensor,193,ina260,INA260,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA260
sensor,194,ina3221,INA3221,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA3221
sensor,195,ina4235,INA4235,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_INA4235
sensor,196,ltc2941,LTC2941,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2941
sensor,197,ltc2942,LTC2942,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2942
sensor,198,ltc2943,LTC2943,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2943
sensor,199,ltc2944,LTC2944,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2944
sensor,200,ltc2990,LTC2990,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2990
sensor,201,ltc2991,LTC2991,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC2991
sensor,202,ltc4151,LTC4151,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_LTC4151
sensor,203,max17043,MAX17043,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX17043
sensor,204,max17048,MAX17048,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX17048
sensor,205,max17055,MAX17055,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX17055
sensor,206,max17260,MAX17260,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX17260
sensor,207,max17261,MAX17261,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX17261
sensor,208,max34407,MAX34407,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX34407
sensor,209,pac1710,PAC1710,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_PAC1710
sensor,210,pac1934,PAC1934,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_PAC1934
sensor,211,pac1944,PAC1944,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_PAC1944
sensor,212,acs712,ACS712,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_ACS712
sensor,213,acs723,ACS723,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_ACS723
sensor,214,acs724,ACS724,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_ACS724
sensor,215,acs758,ACS758,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_ACS758
sensor,216,ads1115,ADS1115,Texas Instruments,driver_compatible,i2c,ExternalComponents.Generated.Sensor_ADS1115
sensor,217,ads1015,ADS1015,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_ADS1015
sensor,218,mcp3421,MCP3421,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MCP3421
sensor,219,mcp3424,MCP3424,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MCP3424
sensor,220,ade7953,ADE7953,Analog Devices,profiled_behavioral,i2c+spi,ExternalComponents.Generated.Sensor_ADE7953
sensor,221,hx711,HX711,Avia Semiconductor,driver_compatible,gpio_serial,ExternalComponents.Generated.Sensor_HX711
sensor,222,nau7802,NAU7802,Nuvoton,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_NAU7802
sensor,223,ads1232,ADS1232,Texas Instruments,profiled_behavioral,gpio_serial,ExternalComponents.Generated.Sensor_ADS1232
sensor,224,as5600,AS5600,ams OSRAM,driver_compatible,i2c,ExternalComponents.Generated.Sensor_AS5600
sensor,225,as5048a,AS5048A,ams OSRAM,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_AS5048A
sensor,226,as5048b,AS5048B,ams OSRAM,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AS5048B
sensor,227,as5047p,AS5047P,ams OSRAM,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_AS5047P
sensor,228,as5147,AS5147,ams OSRAM,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_AS5147
sensor,229,ma730,MA730,Various,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_MA730
sensor,230,ma732,MA732,Various,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_MA732
sensor,231,mt6701,MT6701,Various,profiled_behavioral,i2c+spi,ExternalComponents.Generated.Sensor_MT6701
sensor,232,tle5012b,TLE5012B,Infineon,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_TLE5012B
sensor,233,amt102v,AMT102V,Various,profiled_behavioral,quadrature,ExternalComponents.Generated.Sensor_AMT102V
sensor,234,amt22,AMT22,Various,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_AMT22
sensor,235,pec11r,PEC11R,Various,profiled_behavioral,quadrature,ExternalComponents.Generated.Sensor_PEC11R
sensor,236,ky040,KY040,Various,profiled_behavioral,quadrature,ExternalComponents.Generated.Sensor_KY040
sensor,237,a1335,A1335,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_A1335
sensor,238,mlx90316,MLX90316,Melexis,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_MLX90316
sensor,239,tmag5170,TMAG5170,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMAG5170
sensor,240,tmag5273,TMAG5273,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMAG5273
sensor,241,drv5053,DRV5053,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_DRV5053
sensor,242,a3144,A3144,Various,profiled_behavioral,gpio,ExternalComponents.Generated.Sensor_A3144
sensor,243,ss49e,SS49E,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_SS49E
sensor,244,mpr121,MPR121,NXP,driver_compatible,i2c,ExternalComponents.Generated.Sensor_MPR121
sensor,245,cap1188,CAP1188,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_CAP1188
sensor,246,at42qt1070,AT42QT1070,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AT42QT1070
sensor,247,at42qt2120,AT42QT2120,Microchip,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AT42QT2120
sensor,248,ttp229,TTP229,Various,profiled_behavioral,i2c+gpio,ExternalComponents.Generated.Sensor_TTP229
sensor,249,fdc1004,FDC1004,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_FDC1004
sensor,250,fdc2214,FDC2214,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_FDC2214
sensor,251,max30100,MAX30100,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX30100
sensor,252,max30101,MAX30101,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX30101
sensor,253,max30102,MAX30102,Analog Devices,driver_compatible,i2c,ExternalComponents.Generated.Sensor_MAX30102
sensor,254,max30105,MAX30105,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX30105
sensor,255,max86140,MAX86140,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX86140
sensor,256,max86141,MAX86141,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX86141
sensor,257,max86150,MAX86150,Analog Devices,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MAX86150
sensor,258,afe4404,AFE4404,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AFE4404
sensor,259,ad8232,AD8232,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AD8232
sensor,260,ads1292r,ADS1292R,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_ADS1292R
sensor,261,mlx90614,MLX90614,Melexis,driver_compatible,i2c,ExternalComponents.Generated.Sensor_MLX90614
sensor,262,mlx90615,MLX90615,Melexis,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MLX90615
sensor,263,mlx90632,MLX90632,Melexis,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MLX90632
sensor,264,mlx90640,MLX90640,Melexis,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MLX90640
sensor,265,mlx90641,MLX90641,Melexis,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MLX90641
sensor,266,amg8833,AMG8833,Panasonic,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AMG8833
sensor,267,tmp006,TMP006,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMP006
sensor,268,tmp007,TMP007,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMP007
sensor,269,tmp102,TMP102,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMP102
sensor,270,tmp117,TMP117,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TMP117
sensor,271,mcp9808,MCP9808,Microchip,driver_compatible,i2c,ExternalComponents.Generated.Sensor_MCP9808
sensor,272,ds18b20,DS18B20,Analog Devices,driver_compatible,onewire,ExternalComponents.Generated.Sensor_DS18B20
sensor,273,max31855,MAX31855,Analog Devices,driver_compatible,spi,ExternalComponents.Generated.Sensor_MAX31855
sensor,274,max31856,MAX31856,Analog Devices,profiled_behavioral,spi,ExternalComponents.Generated.Sensor_MAX31856
sensor,275,max31865,MAX31865,Analog Devices,driver_compatible,spi,ExternalComponents.Generated.Sensor_MAX31865
sensor,276,sen0161_ph,SEN0161_PH,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_SEN0161_PH
sensor,277,sen0244_tds,SEN0244_TDS,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_SEN0244_TDS
sensor,278,sen0189_turbidity,SEN0189_TURBIDITY,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_SEN0189_TURBIDITY
sensor,279,sen0237_dissolved_oxygen,SEN0237_DISSOLVED_OXYGEN,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_SEN0237_DISSOLVED_OXYGEN
sensor,280,gravity_orp,GRAVITY_ORP,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_GRAVITY_ORP
sensor,281,capacitive_soil_moisture,CAPACITIVE_SOIL_MOISTURE,Microchip,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_CAPACITIVE_SOIL_MOISTURE
sensor,282,teros10,TEROS10,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TEROS10
sensor,283,teros12,TEROS12,Various,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_TEROS12
sensor,284,yl83_rain,YL83_RAIN,Various,profiled_behavioral,gpio,ExternalComponents.Generated.Sensor_YL83_RAIN
sensor,285,davis_anemometer,DAVIS_ANEMOMETER,Various,profiled_behavioral,gpio_pulse,ExternalComponents.Generated.Sensor_DAVIS_ANEMOMETER
sensor,286,davis_wind_vane,DAVIS_WIND_VANE,Various,profiled_behavioral,analog,ExternalComponents.Generated.Sensor_DAVIS_WIND_VANE
sensor,287,ms8607,MS8607,TE Connectivity,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_MS8607
sensor,288,sht85,SHT85,Sensirion,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_SHT85
sensor,289,am2315,AM2315,ASAIR,profiled_behavioral,i2c,ExternalComponents.Generated.Sensor_AM2315
sensor,290,atlas_ezo_ph,ATLAS_EZO_PH,Various,profiled_behavioral,uart_i2c,ExternalComponents.Generated.Sensor_ATLAS_EZO_PH
sensor,291,neo6m,NEO6M,u-blox,driver_compatible,uart,ExternalComponents.Generated.Sensor_NEO6M
sensor,292,neo_m8n,NEO_M8N,u-blox,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_NEO_M8N
sensor,293,neo_m9n,NEO_M9N,u-blox,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_NEO_M9N
sensor,294,zed_f9p,ZED_F9P,u-blox,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_ZED_F9P
sensor,295,max_m10s,MAX_M10S,Analog Devices,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_MAX_M10S
sensor,296,mtk3339,MTK3339,MediaTek,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_MTK3339
sensor,297,ld2410,LD2410,Hi-Link,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_LD2410
sensor,298,ld2450,LD2450,Hi-Link,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_LD2450
sensor,299,hc_sr04,HC_SR04,Various,driver_compatible,gpio_trigger_echo,ExternalComponents.Generated.Sensor_HC_SR04
sensor,300,tfmini_plus,TFMINI_PLUS,Benewake,profiled_behavioral,uart,ExternalComponents.Generated.Sensor_TFMINI_PLUS
actuator,1,pca9685,PCA9685,NXP,driver_compatible,i2c,ExternalComponents.Generated.Actuator_PCA9685
actuator,2,tlc5940,TLC5940,Texas Instruments,driver_compatible,spi,ExternalComponents.Generated.Actuator_TLC5940
actuator,3,tlc5947,TLC5947,Texas Instruments,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TLC5947
actuator,4,tlc59711,TLC59711,Texas Instruments,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TLC59711
actuator,5,is31fl3236a,IS31FL3236A,Lumissil,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_IS31FL3236A
actuator,6,is31fl3731,IS31FL3731,Lumissil,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_IS31FL3731
actuator,7,is31fl3741,IS31FL3741,Lumissil,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_IS31FL3741
actuator,8,lp55231,LP55231,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_LP55231
actuator,9,lp5562,LP5562,Texas Instruments,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_LP5562
actuator,10,max7219,MAX7219,Analog Devices,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_MAX7219
actuator,11,max7221,MAX7221,Analog Devices,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_MAX7221
actuator,12,ht16k33,HT16K33,Holtek,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_HT16K33
actuator,13,aw9523,AW9523,Awinic,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_AW9523
actuator,14,sx1509,SX1509,Semtech,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_SX1509
actuator,15,ws2812b,WS2812B,Worldsemi,driver_compatible,gpio_serial,ExternalComponents.Generated.Actuator_WS2812B
actuator,16,sk6812,SK6812,Opsco,profiled_behavioral,gpio_serial,ExternalComponents.Generated.Actuator_SK6812
actuator,17,apa102,APA102,Newstar,driver_compatible,spi,ExternalComponents.Generated.Actuator_APA102
actuator,18,lpd8806,LPD8806,Texas Instruments,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_LPD8806
actuator,19,p9813,P9813,Various,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_P9813
actuator,20,my9221,MY9221,My-Semi,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_MY9221
actuator,21,l298n,L298N,Various,driver_compatible,gpio_pwm,ExternalComponents.Generated.Actuator_L298N
actuator,22,l293d,L293D,Various,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_L293D
actuator,23,tb6612fng,TB6612FNG,Toshiba,driver_compatible,gpio_pwm,ExternalComponents.Generated.Actuator_TB6612FNG
actuator,24,drv8833,DRV8833,Texas Instruments,driver_compatible,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8833
actuator,25,drv8835,DRV8835,Texas Instruments,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8835
actuator,26,drv8871,DRV8871,Texas Instruments,driver_compatible,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8871
actuator,27,drv8876,DRV8876,Texas Instruments,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8876
actuator,28,drv8251a,DRV8251A,Texas Instruments,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8251A
actuator,29,drv8701,DRV8701,Texas Instruments,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8701
actuator,30,vnh5019,VNH5019,STMicroelectronics,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_VNH5019
actuator,31,vnh2sp30,VNH2SP30,STMicroelectronics,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_VNH2SP30
actuator,32,mc33926,MC33926,NXP,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_MC33926
actuator,33,btn8982ta,BTN8982TA,Infineon,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_BTN8982TA
actuator,34,bts7960,BTS7960,Infineon,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_BTS7960
actuator,35,tle5206,TLE5206,Infineon,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_TLE5206
actuator,36,max14870,MAX14870,Analog Devices,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_MAX14870
actuator,37,stspin250,STSPIN250,STMicroelectronics,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_STSPIN250
actuator,38,stspin840,STSPIN840,STMicroelectronics,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_STSPIN840
actuator,39,drv8313,DRV8313,Texas Instruments,driver_compatible,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8313
actuator,40,drv8305,DRV8305,Texas Instruments,profiled_behavioral,gpio_pwm,ExternalComponents.Generated.Actuator_DRV8305
actuator,41,a4988,A4988,Allegro,driver_compatible,step_dir,ExternalComponents.Generated.Actuator_A4988
actuator,42,a3967,A3967,Allegro,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_A3967
actuator,43,drv8825,DRV8825,Texas Instruments,driver_compatible,step_dir,ExternalComponents.Generated.Actuator_DRV8825
actuator,44,drv8880,DRV8880,Texas Instruments,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_DRV8880
actuator,45,drv8889q1,DRV8889Q1,Texas Instruments,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_DRV8889Q1
actuator,46,tmc2100,TMC2100,Trinamic,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_TMC2100
actuator,47,tmc2130,TMC2130,Trinamic,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TMC2130
actuator,48,tmc2208,TMC2208,Trinamic,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_TMC2208
actuator,49,tmc2209,TMC2209,Trinamic,driver_compatible,step_dir,ExternalComponents.Generated.Actuator_TMC2209
actuator,50,tmc2225,TMC2225,Trinamic,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_TMC2225
actuator,51,tmc2226,TMC2226,Trinamic,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_TMC2226
actuator,52,tmc2300,TMC2300,Trinamic,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_TMC2300
actuator,53,tmc2660,TMC2660,Trinamic,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TMC2660
actuator,54,tmc4361a,TMC4361A,Trinamic,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TMC4361A
actuator,55,tmc5041,TMC5041,Trinamic,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TMC5041
actuator,56,tmc5072,TMC5072,Trinamic,profiled_behavioral,spi,ExternalComponents.Generated.Actuator_TMC5072
actuator,57,tmc5160,TMC5160,Trinamic,driver_compatible,spi,ExternalComponents.Generated.Actuator_TMC5160
actuator,58,stspin220,STSPIN220,STMicroelectronics,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_STSPIN220
actuator,59,stspin820,STSPIN820,STMicroelectronics,profiled_behavioral,step_dir,ExternalComponents.Generated.Actuator_STSPIN820
actuator,60,l6470,L6470,STMicroelectronics,driver_compatible,spi,ExternalComponents.Generated.Actuator_L6470
actuator,61,pca9685_servo,PCA9685_SERVO,NXP,profiled_behavioral,i2c,ExternalComponents.Generated.Actuator_PCA9685_SERVO
actuator,62,ssc32u,SSC32U,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_SSC32U
actuator,63,pololu_maestro6,POLOLU_MAESTRO6,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_POLOLU_MAESTRO6
actuator,64,pololu_maestro12,POLOLU_MAESTRO12,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_POLOLU_MAESTRO12
actuator,65,pololu_maestro18,POLOLU_MAESTRO18,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_POLOLU_MAESTRO18
actuator,66,pololu_maestro24,POLOLU_MAESTRO24,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_POLOLU_MAESTRO24
actuator,67,dynamixel_ax12a,DYNAMIXEL_AX12A,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_DYNAMIXEL_AX12A
actuator,68,dynamixel_xl430,DYNAMIXEL_XL430,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_DYNAMIXEL_XL430
actuator,69,lewansoul_lx16a,LEWANSOUL_LX16A,Various,profiled_behavioral,uart,ExternalComponents.Generated.Actuator_LEWANSOUL_LX16A
actuator,70,hobby_servo_generic,HOBBY_SERVO_GENERIC,Various,driver_compatible,pwm,ExternalComponents.Generated.Actuator_HOBBY_SERVO_GENERIC
actuator,71,drv2605l,DRV2605L,Texas Instruments,driver_compatible,i2c,ExternalComponents.Generated.Actuator_DRV2605L
